Expected,Predicted,LIME explanations
4,4.34,"[('alcohol > 0.72', 0.7009118427612991), ('free sulfur dioxide <= -0.71', -0.24278312172427535), ('-0.18 < volatile acidity <= 0.42', -0.11946539394808872), ('residual sugar <= -0.93', -0.10674130373469284), ('density <= -0.76', 0.08406871940567855), ('fixed acidity > 0.52', -0.07885956082942766)]"
6,5.42,"[('alcohol > 0.72', 0.7137427216435097), ('free sulfur dioxide <= -0.71', -0.2385690108679285), ('residual sugar <= -0.93', -0.1174914011980839), ('-0.18 < volatile acidity <= 0.42', -0.11335929781286223), ('fixed acidity > 0.52', -0.09854356560059066), ('density <= -0.76', 0.07612851414150151)]"
6,5.24,"[('alcohol > 0.72', 0.7007798860281614), ('free sulfur dioxide <= -0.71', -0.23751567053484565), ('residual sugar <= -0.93', -0.13004313260119868), ('-0.18 < volatile acidity <= 0.42', -0.11089258647851573), ('fixed acidity > 0.52', -0.09335118184577233), ('density <= -0.76', 0.08315187612434059)]"
6,5.76,"[('alcohol > 0.72', 0.6942861503785556), ('free sulfur dioxide <= -0.71', -0.23094847079453484), ('-0.18 < volatile acidity <= 0.42', -0.11617075864113226), ('residual sugar <= -0.93', -0.11224868348024299), ('density <= -0.76', 0.07810626466662973), ('fixed acidity > 0.52', -0.0720923219908913)]"
6,5.98,"[('alcohol > 0.72', 0.7265574689634868), ('free sulfur dioxide <= -0.71', -0.2323237853775717), ('-0.18 < volatile acidity <= 0.42', -0.11730766051969271), ('residual sugar <= -0.93', -0.09840386804669715), ('fixed acidity > 0.52', -0.09784796490792741), ('density <= -0.76', 0.07181777750714252)]"
5,5.34,"[('alcohol > 0.72', 0.7248717482603076), ('free sulfur dioxide <= -0.71', -0.25897752766670057), ('-0.18 < volatile acidity <= 0.42', -0.10391847027936056), ('residual sugar <= -0.93', -0.09335476364981672), ('fixed acidity > 0.52', -0.0740954017512471), ('density <= -0.76', 0.04467738155529789)]"
5,5.22,"[('alcohol > 0.72', 0.7050965398659085), ('free sulfur dioxide <= -0.71', -0.25563241651968055), ('residual sugar <= -0.93', -0.10669859428400078), ('-0.18 < volatile acidity <= 0.42', -0.10584753688729227), ('fixed acidity > 0.52', -0.08667966254606072), ('density <= -0.76', 0.08363563199663718)]"
7,6.8,"[('alcohol > 0.72', 0.7062999229206693), ('free sulfur dioxide <= -0.71', -0.253323372745154), ('-0.18 < volatile acidity <= 0.42', -0.1404467483209962), ('residual sugar <= -0.93', -0.11376800743949796), ('density <= -0.76', 0.09716547449933254), ('fixed acidity > 0.52', -0.08826510263171168)]"
6,5.3,"[('alcohol > 0.72', 0.6922688351044053), ('free sulfur dioxide <= -0.71', -0.24827202417806082), ('residual sugar <= -0.93', -0.12431711590249647), ('-0.18 < volatile acidity <= 0.42', -0.11968903168898065), ('density <= -0.76', 0.0760597887696119), ('fixed acidity > 0.52', -0.0748657841572782)]"
5,5.36,"[('alcohol > 0.72', 0.7057883388716634), ('free sulfur dioxide <= -0.71', -0.2435313622306846), ('residual sugar <= -0.93', -0.11431015443380668), ('-0.18 < volatile acidity <= 0.42', -0.1088755059298003), ('fixed acidity > 0.52', -0.08418275994901517), ('density <= -0.76', 0.0758496033546618)]"
7,7.0,"[('alcohol > 0.72', 0.6974488346046958), ('free sulfur dioxide <= -0.71', -0.2446477142630601), ('residual sugar <= -0.93', -0.11341997613883065), ('-0.18 < volatile acidity <= 0.42', -0.10588935641346833), ('density <= -0.76', 0.08816387385993796), ('fixed acidity > 0.52', -0.08080148906310368)]"
4,4.74,"[('alcohol > 0.72', 0.6991607136545835), ('free sulfur dioxide <= -0.71', -0.24628251609032362), ('-0.18 < volatile acidity <= 0.42', -0.10575609298520292), ('residual sugar <= -0.93', -0.10030555221605322), ('fixed acidity > 0.52', -0.09076982341017117), ('density <= -0.76', 0.07885923037511013)]"
5,5.64,"[('alcohol > 0.72', 0.698305661230978), ('free sulfur dioxide <= -0.71', -0.23097069040641965), ('residual sugar <= -0.93', -0.12672734240643116), ('-0.18 < volatile acidity <= 0.42', -0.10604783945781267), ('fixed acidity > 0.52', -0.10420306831894485), ('density <= -0.76', 0.06592179971654949)]"
5,4.9,"[('alcohol > 0.72', 0.7204043802748622), ('free sulfur dioxide <= -0.71', -0.23766956276027884), ('residual sugar <= -0.93', -0.15082580460138725), ('-0.18 < volatile acidity <= 0.42', -0.10718889209219465), ('fixed acidity > 0.52', -0.09633549590039331), ('density <= -0.76', 0.06377732306953848)]"
5,5.14,"[('alcohol > 0.72', 0.7043069698778457), ('free sulfur dioxide <= -0.71', -0.2675840346487192), ('residual sugar <= -0.93', -0.12209961585898844), ('-0.18 < volatile acidity <= 0.42', -0.12064129050370608), ('fixed acidity > 0.52', -0.10447698145760233), ('density <= -0.76', 0.07950110029606475)]"
6,5.62,"[('alcohol > 0.72', 0.7061888221312629), ('free sulfur dioxide <= -0.71', -0.23572725608521364), ('residual sugar <= -0.93', -0.10585696877058963), ('density <= -0.76', 0.10216838888596147), ('-0.18 < volatile acidity <= 0.42', -0.08902598388322124), ('fixed acidity > 0.52', -0.08203344193690346)]"
7,6.78,"[('alcohol > 0.72', 0.6958949624518156), ('free sulfur dioxide <= -0.71', -0.22105589382759946), ('-0.18 < volatile acidity <= 0.42', -0.10999886120771832), ('residual sugar <= -0.93', -0.10556218214947852), ('fixed acidity > 0.52', -0.08689727357970801), ('density <= -0.76', 0.07464737491213053)]"
6,5.94,"[('alcohol > 0.72', 0.6909477018570094), ('free sulfur dioxide <= -0.71', -0.24434402592417387), ('-0.18 < volatile acidity <= 0.42', -0.11055615168425192), ('residual sugar <= -0.93', -0.10586894609225515), ('fixed acidity > 0.52', -0.10054842289854421), ('density <= -0.76', 0.05789217163002044)]"
6,5.34,"[('alcohol > 0.72', 0.7024190579097713), ('free sulfur dioxide <= -0.71', -0.2272249594819994), ('residual sugar <= -0.93', -0.1279092804700257), ('-0.18 < volatile acidity <= 0.42', -0.1063622349506231), ('density <= -0.76', 0.08580789030773711), ('fixed acidity > 0.52', -0.07099589493989007)]"
5,5.08,"[('alcohol > 0.72', 0.7056684495123606), ('free sulfur dioxide <= -0.71', -0.23914695586112034), ('-0.18 < volatile acidity <= 0.42', -0.11671132513260185), ('residual sugar <= -0.93', -0.10860584005161215), ('fixed acidity > 0.52', -0.09182348502888461), ('density <= -0.76', 0.09103757989909293)]"
5,5.38,"[('alcohol > 0.72', 0.7103740887355816), ('free sulfur dioxide <= -0.71', -0.23699286679303716), ('-0.18 < volatile acidity <= 0.42', -0.11178011992496413), ('residual sugar <= -0.93', -0.10428255608070024), ('fixed acidity > 0.52', -0.08978758642764706), ('density <= -0.76', 0.06962527732290863)]"
5,5.18,"[('alcohol > 0.72', 0.6999562144851381), ('free sulfur dioxide <= -0.71', -0.2543760738113033), ('residual sugar <= -0.93', -0.10646802900191468), ('-0.18 < volatile acidity <= 0.42', -0.10175516579863843), ('fixed acidity > 0.52', -0.09889800174478601), ('density <= -0.76', 0.08271703856797541)]"
5,5.04,"[('alcohol > 0.72', 0.6911644959432127), ('free sulfur dioxide <= -0.71', -0.24407978107737666), ('residual sugar <= -0.93', -0.11588245825625726), ('-0.18 < volatile acidity <= 0.42', -0.10761551007107163), ('fixed acidity > 0.52', -0.0995684758418083), ('density <= -0.76', 0.07291778375657235)]"
7,5.52,"[('alcohol > 0.72', 0.6941213329851202), ('free sulfur dioxide <= -0.71', -0.2500789875056376), ('-0.18 < volatile acidity <= 0.42', -0.11764376331575681), ('residual sugar <= -0.93', -0.10429351304619572), ('fixed acidity > 0.52', -0.09631572418426321), ('density <= -0.76', 0.07251506818156782)]"
6,6.44,"[('alcohol > 0.72', 0.7084711044909013), ('free sulfur dioxide <= -0.71', -0.23217477235470593), ('-0.18 < volatile acidity <= 0.42', -0.12120324322095206), ('residual sugar <= -0.93', -0.11527067131859386), ('density <= -0.76', 0.084092823248459), ('fixed acidity > 0.52', -0.06033848451978424)]"
6,5.24,"[('alcohol > 0.72', 0.7063980995832602), ('free sulfur dioxide <= -0.71', -0.2480208059847547), ('-0.18 < volatile acidity <= 0.42', -0.1234952899988312), ('residual sugar <= -0.93', -0.10985512814144457), ('fixed acidity > 0.52', -0.07633348108484887), ('density <= -0.76', 0.06331113437826029)]"
5,5.38,"[('alcohol > 0.72', 0.7070817013754342), ('free sulfur dioxide <= -0.71', -0.2344366991046963), ('-0.18 < volatile acidity <= 0.42', -0.11601676066231766), ('residual sugar <= -0.93', -0.11010723730103644), ('fixed acidity > 0.52', -0.09965820170405447), ('-0.12 < chlorides <= 0.19', -0.05697009739341511)]"
7,6.9,"[('alcohol > 0.72', 0.7143214145230737), ('free sulfur dioxide <= -0.71', -0.2525109962706821), ('residual sugar <= -0.93', -0.10760182140061711), ('-0.18 < volatile acidity <= 0.42', -0.10094034183279846), ('fixed acidity > 0.52', -0.09646221484560247), ('density <= -0.76', 0.055779706173128434)]"
6,6.02,"[('alcohol > 0.72', 0.7265086739962342), ('free sulfur dioxide <= -0.71', -0.22746529917274563), ('-0.18 < volatile acidity <= 0.42', -0.12379823505862345), ('residual sugar <= -0.93', -0.10675685755256299), ('fixed acidity > 0.52', -0.08485187096004802), ('density <= -0.76', 0.0660936220856799)]"
6,6.16,"[('alcohol > 0.72', 0.725567175838749), ('free sulfur dioxide <= -0.71', -0.23238399875501248), ('residual sugar <= -0.93', -0.124368823568277), ('-0.18 < volatile acidity <= 0.42', -0.1238644705461191), ('fixed acidity > 0.52', -0.08102223166156981), ('density <= -0.76', 0.060241349587264785)]"
5,5.2,"[('alcohol > 0.72', 0.7064526877939328), ('free sulfur dioxide <= -0.71', -0.24717097660837262), ('residual sugar <= -0.93', -0.11808222696802917), ('-0.18 < volatile acidity <= 0.42', -0.11237983425744143), ('fixed acidity > 0.52', -0.08669645946229593), ('density <= -0.76', 0.07499318021438692)]"
6,6.62,"[('alcohol > 0.72', 0.7237360272273832), ('free sulfur dioxide <= -0.71', -0.2292198325499773), ('residual sugar <= -0.93', -0.12098646127657504), ('-0.18 < volatile acidity <= 0.42', -0.11733880632430953), ('density <= -0.76', 0.08182867150855656), ('fixed acidity > 0.52', -0.07914220659958796)]"
7,6.46,"[('alcohol > 0.72', 0.7021272645241944), ('free sulfur dioxide <= -0.71', -0.24397172218131039), ('-0.18 < volatile acidity <= 0.42', -0.1090586693020204), ('residual sugar <= -0.93', -0.10329564783327075), ('fixed acidity > 0.52', -0.07819817870541751), ('density <= -0.76', 0.06621941736475966)]"
5,5.48,"[('alcohol > 0.72', 0.7027138050213633), ('free sulfur dioxide <= -0.71', -0.24829896419206887), ('-0.18 < volatile acidity <= 0.42', -0.12184255390056317), ('residual sugar <= -0.93', -0.11763805923869936), ('density <= -0.76', 0.08285238353851686), ('fixed acidity > 0.52', -0.07340567586216908)]"
6,5.9,"[('alcohol > 0.72', 0.7176605018200828), ('free sulfur dioxide <= -0.71', -0.2518765817518343), ('residual sugar <= -0.93', -0.11806528698963109), ('fixed acidity > 0.52', -0.09602525738829903), ('-0.18 < volatile acidity <= 0.42', -0.09573521355895344), ('density <= -0.76', 0.08527159823538724)]"
6,6.3,"[('alcohol > 0.72', 0.7002218255521325), ('free sulfur dioxide <= -0.71', -0.2624451422888703), ('-0.18 < volatile acidity <= 0.42', -0.12383538137512816), ('residual sugar <= -0.93', -0.10359450415791302), ('density <= -0.76', 0.0907797316912911), ('fixed acidity > 0.52', -0.07471178021976316)]"
5,5.48,"[('alcohol > 0.72', 0.708943435379609), ('free sulfur dioxide <= -0.71', -0.2334877775918772), ('-0.18 < volatile acidity <= 0.42', -0.12060862309429911), ('residual sugar <= -0.93', -0.11572595022667474), ('fixed acidity > 0.52', -0.08354353982382884), ('density <= -0.76', 0.08117743343597265)]"
5,5.56,"[('alcohol > 0.72', 0.6907255339906646), ('free sulfur dioxide <= -0.71', -0.24295697989505824), ('residual sugar <= -0.93', -0.13001567473255934), ('-0.18 < volatile acidity <= 0.42', -0.11552294901229278), ('fixed acidity > 0.52', -0.08649270921381001), ('density <= -0.76', 0.07327935617776889)]"
5,5.7,"[('alcohol > 0.72', 0.7104018789168514), ('free sulfur dioxide <= -0.71', -0.2433345928108603), ('-0.18 < volatile acidity <= 0.42', -0.12458669305146389), ('residual sugar <= -0.93', -0.11162234870053173), ('density <= -0.76', 0.09273204589305074), ('fixed acidity > 0.52', -0.07410462942007534)]"
5,5.1,"[('alcohol > 0.72', 0.7134831282152555), ('free sulfur dioxide <= -0.71', -0.23917406349304207), ('residual sugar <= -0.93', -0.12672641237896315), ('-0.18 < volatile acidity <= 0.42', -0.09876772920038855), ('fixed acidity > 0.52', -0.08471487042913635), ('density <= -0.76', 0.06670612987536492)]"
6,6.4,"[('alcohol > 0.72', 0.7097614019246903), ('free sulfur dioxide <= -0.71', -0.24158875096463503), ('-0.18 < volatile acidity <= 0.42', -0.12618469979868716), ('residual sugar <= -0.93', -0.111622212156969), ('density <= -0.76', 0.10695047013948226), ('fixed acidity > 0.52', -0.08270735886756206)]"
6,6.06,"[('alcohol > 0.72', 0.7037053818862758), ('free sulfur dioxide <= -0.71', -0.2201952594539629), ('-0.18 < volatile acidity <= 0.42', -0.1297347494551029), ('residual sugar <= -0.93', -0.11847506138807369), ('fixed acidity > 0.52', -0.09806956585937951), ('density <= -0.76', 0.08034235819794008)]"
5,5.18,"[('alcohol > 0.72', 0.7070739809000396), ('free sulfur dioxide <= -0.71', -0.23534773300027287), ('-0.18 < volatile acidity <= 0.42', -0.11486731994156746), ('fixed acidity > 0.52', -0.10545574308086002), ('residual sugar <= -0.93', -0.08563694755125566), ('density <= -0.76', 0.07379589019693696)]"
7,6.66,"[('alcohol > 0.72', 0.7037885172164194), ('free sulfur dioxide <= -0.71', -0.24236183058755015), ('-0.18 < volatile acidity <= 0.42', -0.10824703369683486), ('residual sugar <= -0.93', -0.09031705590285752), ('fixed acidity > 0.52', -0.08918725552754118), ('density <= -0.76', 0.08828309523124772)]"
7,6.74,"[('alcohol > 0.72', 0.7132164143496553), ('free sulfur dioxide <= -0.71', -0.23298846669182396), ('residual sugar <= -0.93', -0.11021577482505211), ('-0.18 < volatile acidity <= 0.42', -0.10469549377503673), ('density <= -0.76', 0.0807005024621714), ('fixed acidity > 0.52', -0.07607655993519642)]"
6,5.84,"[('alcohol > 0.72', 0.7059631642845592), ('free sulfur dioxide <= -0.71', -0.2484102906005107), ('residual sugar <= -0.93', -0.1363321107696379), ('-0.18 < volatile acidity <= 0.42', -0.1072033641586778), ('fixed acidity > 0.52', -0.08941971429383537), ('density <= -0.76', 0.07564665187528066)]"
7,6.54,"[('alcohol > 0.72', 0.7065567846664886), ('free sulfur dioxide <= -0.71', -0.24704093379481915), ('-0.18 < volatile acidity <= 0.42', -0.12533203335713275), ('residual sugar <= -0.93', -0.11801689091396515), ('density <= -0.76', 0.09414213379028262), ('fixed acidity > 0.52', -0.08517755461473674)]"
8,7.64,"[('alcohol > 0.72', 0.7020602870497993), ('free sulfur dioxide <= -0.71', -0.23843997813506163), ('residual sugar <= -0.93', -0.11950368471619786), ('-0.18 < volatile acidity <= 0.42', -0.11494944589582144), ('fixed acidity > 0.52', -0.0785551687348582), ('density <= -0.76', 0.0611471501675703)]"
5,5.9,"[('alcohol > 0.72', 0.7146845898523071), ('free sulfur dioxide <= -0.71', -0.25027022162446755), ('-0.18 < volatile acidity <= 0.42', -0.11082224826733804), ('residual sugar <= -0.93', -0.10325505505449342), ('fixed acidity > 0.52', -0.09647888562433093), ('density <= -0.76', 0.08886306663666559)]"
6,5.66,"[('alcohol > 0.72', 0.7147822032916795), ('free sulfur dioxide <= -0.71', -0.23472231568151197), ('residual sugar <= -0.93', -0.10326376899321771), ('-0.18 < volatile acidity <= 0.42', -0.10083896977132778), ('density <= -0.76', 0.08048543340716534), ('fixed acidity > 0.52', -0.07715373541838852)]"
6,6.32,"[('alcohol > 0.72', 0.709877872371797), ('free sulfur dioxide <= -0.71', -0.23862460175010092), ('-0.18 < volatile acidity <= 0.42', -0.12679841959629642), ('residual sugar <= -0.93', -0.09609200080243323), ('density <= -0.76', 0.08707763203547711), ('fixed acidity > 0.52', -0.07590163677029711)]"
6,5.8,"[('alcohol > 0.72', 0.6924961119188242), ('free sulfur dioxide <= -0.71', -0.24967639490429103), ('residual sugar <= -0.93', -0.11134751562112416), ('-0.18 < volatile acidity <= 0.42', -0.09786846937889324), ('density <= -0.76', 0.08425980386425151), ('fixed acidity > 0.52', -0.07631045100461381)]"
8,7.32,"[('alcohol > 0.72', 0.7069393432647871), ('free sulfur dioxide <= -0.71', -0.22539799147766437), ('-0.18 < volatile acidity <= 0.42', -0.135919254554686), ('residual sugar <= -0.93', -0.109216000598036), ('fixed acidity > 0.52', -0.08242582855476677), ('density <= -0.76', 0.07096221059396436)]"
6,6.2,"[('alcohol > 0.72', 0.6966989047639984), ('free sulfur dioxide <= -0.71', -0.24296757616018158), ('-0.18 < volatile acidity <= 0.42', -0.11097722155297361), ('residual sugar <= -0.93', -0.10847464102344201), ('density <= -0.76', 0.07873272363188578), ('fixed acidity > 0.52', -0.0710312246196227)]"
5,5.08,"[('alcohol > 0.72', 0.696212469334524), ('free sulfur dioxide <= -0.71', -0.24099121650052674), ('-0.18 < volatile acidity <= 0.42', -0.11964586318387795), ('residual sugar <= -0.93', -0.10144571312520087), ('fixed acidity > 0.52', -0.08702016516499474), ('density <= -0.76', 0.07376949151616519)]"
5,5.02,"[('alcohol > 0.72', 0.7050446022459587), ('free sulfur dioxide <= -0.71', -0.27007794535197943), ('-0.18 < volatile acidity <= 0.42', -0.1204213986985932), ('residual sugar <= -0.93', -0.11172544157077015), ('fixed acidity > 0.52', -0.09124601073057147), ('density <= -0.76', 0.07452257625214322)]"
7,6.34,"[('alcohol > 0.72', 0.7159660120956427), ('free sulfur dioxide <= -0.71', -0.23884506204970796), ('residual sugar <= -0.93', -0.1312403232959588), ('density <= -0.76', 0.11590393720950455), ('-0.18 < volatile acidity <= 0.42', -0.11134470614418834), ('fixed acidity > 0.52', -0.10451722003253532)]"
5,5.24,"[('alcohol > 0.72', 0.7168223896537423), ('free sulfur dioxide <= -0.71', -0.23264198843014133), ('-0.18 < volatile acidity <= 0.42', -0.13263880074064416), ('residual sugar <= -0.93', -0.11488006534892883), ('fixed acidity > 0.52', -0.07865629842090424), ('density <= -0.76', 0.05512003768003043)]"
7,6.88,"[('alcohol > 0.72', 0.7017231174977175), ('free sulfur dioxide <= -0.71', -0.24844795579871928), ('residual sugar <= -0.93', -0.13069901281495755), ('-0.18 < volatile acidity <= 0.42', -0.11230471727910199), ('density <= -0.76', 0.09106446717239698), ('fixed acidity > 0.52', -0.08977142183120869)]"
5,6.02,"[('alcohol > 0.72', 0.696536830560944), ('free sulfur dioxide <= -0.71', -0.231147810074301), ('-0.18 < volatile acidity <= 0.42', -0.12910848857878174), ('residual sugar <= -0.93', -0.09747236767069965), ('fixed acidity > 0.52', -0.0842304114209188), ('density <= -0.76', 0.059748722977152544)]"
7,6.88,"[('alcohol > 0.72', 0.716433552860428), ('free sulfur dioxide <= -0.71', -0.25966883236095656), ('-0.18 < volatile acidity <= 0.42', -0.12490857585213128), ('residual sugar <= -0.93', -0.1202807317604154), ('fixed acidity > 0.52', -0.10927673333283618), ('density <= -0.76', 0.0648342586398466)]"
6,6.8,"[('alcohol > 0.72', 0.7226984020949907), ('free sulfur dioxide <= -0.71', -0.26358030960977363), ('-0.18 < volatile acidity <= 0.42', -0.11816274316979607), ('residual sugar <= -0.93', -0.10317621163188985), ('density <= -0.76', 0.06762798214464176), ('fixed acidity > 0.52', -0.06365554962773157)]"
5,5.48,"[('alcohol > 0.72', 0.7116268081721916), ('free sulfur dioxide <= -0.71', -0.2261762692372461), ('residual sugar <= -0.93', -0.11471430094292334), ('-0.18 < volatile acidity <= 0.42', -0.10127818663180975), ('fixed acidity > 0.52', -0.08396592986433944), ('density <= -0.76', 0.07158189220895203)]"
5,6.12,"[('alcohol > 0.72', 0.7164268993830809), ('free sulfur dioxide <= -0.71', -0.23966615350244086), ('residual sugar <= -0.93', -0.12984310435765561), ('-0.18 < volatile acidity <= 0.42', -0.11302546073791554), ('fixed acidity > 0.52', -0.0755727744231212), ('density <= -0.76', 0.07328827663883614)]"
7,6.82,"[('alcohol > 0.72', 0.6983595708209996), ('free sulfur dioxide <= -0.71', -0.25663200129072067), ('-0.18 < volatile acidity <= 0.42', -0.1360451740147041), ('residual sugar <= -0.93', -0.11233948587966029), ('fixed acidity > 0.52', -0.09323744440439866), ('density <= -0.76', 0.07473487488445196)]"
5,5.24,"[('alcohol > 0.72', 0.7117712134256898), ('free sulfur dioxide <= -0.71', -0.24456730243101577), ('-0.18 < volatile acidity <= 0.42', -0.1232341525718578), ('residual sugar <= -0.93', -0.105719846232526), ('fixed acidity > 0.52', -0.09406770420702057), ('density <= -0.76', 0.09112224580274905)]"
5,5.98,"[('alcohol > 0.72', 0.7181519339043073), ('free sulfur dioxide <= -0.71', -0.26119801839870527), ('-0.18 < volatile acidity <= 0.42', -0.12085101057905205), ('fixed acidity > 0.52', -0.11863393632576426), ('residual sugar <= -0.93', -0.11110976326480503), ('density <= -0.76', 0.07560558763737747)]"
5,5.68,"[('alcohol > 0.72', 0.693081900079241), ('free sulfur dioxide <= -0.71', -0.2550336905128617), ('residual sugar <= -0.93', -0.13281010575083735), ('fixed acidity > 0.52', -0.10746691733614866), ('-0.18 < volatile acidity <= 0.42', -0.10039816431393386), ('density <= -0.76', 0.08054503504403837)]"
6,6.12,"[('alcohol > 0.72', 0.7071134024323384), ('free sulfur dioxide <= -0.71', -0.2508167283885691), ('-0.18 < volatile acidity <= 0.42', -0.12885002392884673), ('residual sugar <= -0.93', -0.11266727177683057), ('fixed acidity > 0.52', -0.09554241048713719), ('density <= -0.76', 0.050802619143871734)]"
7,6.58,"[('alcohol > 0.72', 0.697782321697662), ('free sulfur dioxide <= -0.71', -0.23412079267284008), ('residual sugar <= -0.93', -0.12531317540323073), ('-0.18 < volatile acidity <= 0.42', -0.11771166623840254), ('fixed acidity > 0.52', -0.08741672182222986), ('density <= -0.76', 0.060047587696673704)]"
7,6.58,"[('alcohol > 0.72', 0.7191872215286557), ('free sulfur dioxide <= -0.71', -0.22314434623582877), ('-0.18 < volatile acidity <= 0.42', -0.11788623853974851), ('residual sugar <= -0.93', -0.10688196352694557), ('density <= -0.76', 0.06952785592714528), ('fixed acidity > 0.52', -0.05160586433004912)]"
7,7.12,"[('alcohol > 0.72', 0.7105849255730572), ('free sulfur dioxide <= -0.71', -0.22708957649093098), ('-0.18 < volatile acidity <= 0.42', -0.12086350002285375), ('residual sugar <= -0.93', -0.11394063588989196), ('fixed acidity > 0.52', -0.09274684123963053), ('density <= -0.76', 0.07827588021669936)]"
7,6.46,"[('alcohol > 0.72', 0.7293238991037837), ('free sulfur dioxide <= -0.71', -0.2653819311060874), ('-0.18 < volatile acidity <= 0.42', -0.11708888949484426), ('residual sugar <= -0.93', -0.10756039175049704), ('density <= -0.76', 0.09281261838992981), ('fixed acidity > 0.52', -0.06431253881254612)]"
7,7.16,"[('alcohol > 0.72', 0.7038505191904201), ('free sulfur dioxide <= -0.71', -0.24691233519201708), ('-0.18 < volatile acidity <= 0.42', -0.13038572902086237), ('fixed acidity > 0.52', -0.10073925952972107), ('residual sugar <= -0.93', -0.10035037495229256), ('density <= -0.76', 0.08909192778205169)]"
5,5.22,"[('alcohol > 0.72', 0.7158327041833982), ('free sulfur dioxide <= -0.71', -0.24696812660708237), ('-0.18 < volatile acidity <= 0.42', -0.12763800248590776), ('residual sugar <= -0.93', -0.12324526408379925), ('density <= -0.76', 0.0920878189836034), ('fixed acidity > 0.52', -0.07547739945038204)]"
6,6.02,"[('alcohol > 0.72', 0.7055887610820323), ('free sulfur dioxide <= -0.71', -0.21615904895817442), ('residual sugar <= -0.93', -0.12896689265805902), ('-0.18 < volatile acidity <= 0.42', -0.11868911853562865), ('fixed acidity > 0.52', -0.08702490346018593), ('density <= -0.76', 0.06603081038810288)]"
7,6.26,"[('alcohol > 0.72', 0.71309906374869), ('free sulfur dioxide <= -0.71', -0.25324090739122285), ('residual sugar <= -0.93', -0.12292252898705926), ('-0.18 < volatile acidity <= 0.42', -0.10001195977183021), ('density <= -0.76', 0.08909362255304543), ('fixed acidity > 0.52', -0.08438579546719079)]"
6,5.86,"[('alcohol > 0.72', 0.6977856641760578), ('free sulfur dioxide <= -0.71', -0.23020811569300795), ('residual sugar <= -0.93', -0.12547077761004657), ('-0.18 < volatile acidity <= 0.42', -0.1010736930361534), ('fixed acidity > 0.52', -0.09102139402850032), ('density <= -0.76', 0.08847263790905048)]"
7,6.84,"[('alcohol > 0.72', 0.7188600586515677), ('free sulfur dioxide <= -0.71', -0.2353455338758701), ('-0.18 < volatile acidity <= 0.42', -0.1200474482479045), ('residual sugar <= -0.93', -0.1102621151738057), ('density <= -0.76', 0.07683314078786721), ('fixed acidity > 0.52', -0.05747203207126454)]"
5,6.32,"[('alcohol > 0.72', 0.7185134114970012), ('free sulfur dioxide <= -0.71', -0.2477327152294116), ('-0.18 < volatile acidity <= 0.42', -0.1242312683259649), ('residual sugar <= -0.93', -0.10087985647553621), ('fixed acidity > 0.52', -0.07874093779153991), ('density <= -0.76', 0.07427319586237084)]"
7,6.92,"[('alcohol > 0.72', 0.697885382272926), ('free sulfur dioxide <= -0.71', -0.24336762462125397), ('-0.18 < volatile acidity <= 0.42', -0.10896879369402697), ('residual sugar <= -0.93', -0.1042742709457284), ('fixed acidity > 0.52', -0.09932741091571934), ('density <= -0.76', 0.06096176757978193)]"
8,6.52,"[('alcohol > 0.72', 0.6954525593765055), ('free sulfur dioxide <= -0.71', -0.24282523280056592), ('-0.18 < volatile acidity <= 0.42', -0.11253300014159269), ('residual sugar <= -0.93', -0.10507190656934505), ('fixed acidity > 0.52', -0.09746944555130306), ('density <= -0.76', 0.07284202226944116)]"
5,5.4,"[('alcohol > 0.72', 0.716370528727053), ('free sulfur dioxide <= -0.71', -0.26526201594104465), ('-0.18 < volatile acidity <= 0.42', -0.12313871083050416), ('residual sugar <= -0.93', -0.12304307352429221), ('fixed acidity > 0.52', -0.09185074320011594), ('density <= -0.76', 0.06702212678980693)]"
5,5.88,"[('alcohol > 0.72', 0.7199916790036327), ('free sulfur dioxide <= -0.71', -0.22300986817150456), ('-0.18 < volatile acidity <= 0.42', -0.1281961557808511), ('density <= -0.76', 0.09267136982892789), ('residual sugar <= -0.93', -0.09047667715633459), ('fixed acidity > 0.52', -0.08986826660497262)]"
6,6.12,"[('alcohol > 0.72', 0.7189696477546609), ('free sulfur dioxide <= -0.71', -0.22924789709110963), ('-0.18 < volatile acidity <= 0.42', -0.09708301841354425), ('residual sugar <= -0.93', -0.08798341280259427), ('density <= -0.76', 0.0834416566004809), ('fixed acidity > 0.52', -0.08059720769987247)]"
6,6.5,"[('alcohol > 0.72', 0.7174782616624995), ('free sulfur dioxide <= -0.71', -0.22539906521422506), ('residual sugar <= -0.93', -0.12107563238498738), ('-0.18 < volatile acidity <= 0.42', -0.10242643727508141), ('fixed acidity > 0.52', -0.08440388442209568), ('density <= -0.76', 0.06369976665595216)]"
7,6.28,"[('alcohol > 0.72', 0.7094284159339407), ('free sulfur dioxide <= -0.71', -0.257486604057621), ('-0.18 < volatile acidity <= 0.42', -0.10674470384712788), ('residual sugar <= -0.93', -0.09748492108848746), ('density <= -0.76', 0.08890654317142968), ('fixed acidity > 0.52', -0.07889435815378515)]"
7,7.02,"[('alcohol > 0.72', 0.7041673314842636), ('free sulfur dioxide <= -0.71', -0.25337584905804955), ('residual sugar <= -0.93', -0.11926711876997413), ('-0.18 < volatile acidity <= 0.42', -0.11922479807948641), ('fixed acidity > 0.52', -0.11433325321436999), ('density <= -0.76', 0.062210175230539344)]"
